id,name,club,year,page,region_for_year,points,elo,tournaments,regions_seen,region_by_year_full,last_seen_region,last_seen_year,last_seen_page
21,Венера,,2023,1,,,,,chernozem_region,"{""2022"": ""chernozem_region""}",chernozem_region,2022,1
21,Венера,,2024,1,,,,,chernozem_region,"{""2022"": ""chernozem_region""}",chernozem_region,2022,1
21,Венера,,2025,1,,,,,chernozem_region,"{""2022"": ""chernozem_region""}",chernozem_region,2022,1
23,Гаечка,,2022,1,chernozem_region,0,2272,0,chernozem_region,"{""2022"": ""chernozem_region"", ""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
23,Гаечка,,2023,1,chernozem_region,127,2272,26,chernozem_region,"{""2022"": ""chernozem_region"", ""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
23,Гаечка,,2024,1,,,,,chernozem_region,"{""2022"": ""chernozem_region"", ""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
23,Гаечка,,2025,1,chernozem_region,91,2272,11,chernozem_region,"{""2022"": ""chernozem_region"", ""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
146,Йогурт,,2022,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
146,Йогурт,,2023,1,chernozem_region,267,2346,25,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
146,Йогурт,,2024,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
146,Йогурт,,2025,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
1350,LeBron,,2022,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
1350,LeBron,,2023,1,chernozem_region,182,1964,9,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
1350,LeBron,,2024,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
1350,LeBron,,2025,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
2008,Ривер,,2022,1,,,,,chernozem_region,"{""2023"": ""chernozem_region"", ""2024"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
2008,Ривер,,2023,1,chernozem_region,157,2548,13,chernozem_region,"{""2023"": ""chernozem_region"", ""2024"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
2008,Ривер,,2024,1,chernozem_region,89,2548,24,chernozem_region,"{""2023"": ""chernozem_region"", ""2024"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
2008,Ривер,,2025,1,chernozem_region,76,2548,9,chernozem_region,"{""2023"": ""chernozem_region"", ""2024"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
959,Link,,2022,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
959,Link,,2023,1,chernozem_region,130,2231,16,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
959,Link,,2024,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
959,Link,,2025,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
957,Француз,,2022,1,,,,,chernozem_region,"{""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
957,Француз,,2023,1,chernozem_region,100,2263,15,chernozem_region,"{""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
957,Француз,,2024,1,,,,,chernozem_region,"{""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
957,Француз,,2025,1,chernozem_region,93,2263,9,chernozem_region,"{""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
2566,Мерлен,,2022,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
2566,Мерлен,,2023,1,chernozem_region,70,2198,9,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
2566,Мерлен,,2024,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
2566,Мерлен,,2025,1,,,,,chernozem_region,"{""2023"": ""chernozem_region""}",chernozem_region,2023,1
142,БВ,,2022,1,,,,,chernozem_region,"{""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
142,БВ,,2023,1,chernozem_region,69,2221,4,chernozem_region,"{""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
142,БВ,,2024,1,,,,,chernozem_region,"{""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
142,БВ,,2025,1,chernozem_region,109,2221,5,chernozem_region,"{""2023"": ""chernozem_region"", ""2025"": ""chernozem_region""}",chernozem_region,2025,1
1825,Infini,,2022,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1825,Infini,,2023,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1825,Infini,,2024,1,chernozem_region,109,2126,9,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1825,Infini,,2025,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1349,ARES,,2022,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1349,ARES,,2023,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1349,ARES,,2024,1,chernozem_region,103,2215,16,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1349,ARES,,2025,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
4143,ODNALIZA,,2022,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
4143,ODNALIZA,,2023,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
4143,ODNALIZA,,2024,1,chernozem_region,89,2016,17,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
4143,ODNALIZA,,2025,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1835,Gaben,,2022,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1835,Gaben,,2023,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1835,Gaben,,2024,1,chernozem_region,80,2160,6,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1835,Gaben,,2025,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1086,RUS,,2022,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1086,RUS,,2023,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1086,RUS,,2024,1,chernozem_region,56,2193,4,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1086,RUS,,2025,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1074,Грецкий,,2022,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1074,Грецкий,,2023,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1074,Грецкий,,2024,1,chernozem_region,51,2058,3,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
1074,Грецкий,,2025,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
123,Престиж,,2022,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
123,Престиж,,2023,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
123,Престиж,,2024,1,chernozem_region,47,2149,7,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
123,Престиж,,2025,1,,,,,chernozem_region,"{""2024"": ""chernozem_region""}",chernozem_region,2024,1
135,Монтэг,,2022,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
135,Монтэг,,2023,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
135,Монтэг,,2024,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
135,Монтэг,,2025,1,chernozem_region,149,2342,9,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
4595,Господин Марго,,2022,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
4595,Господин Марго,,2023,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
4595,Господин Марго,,2024,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
4595,Господин Марго,,2025,1,chernozem_region,118,2302,7,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
39,Винчик,,2022,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
39,Винчик,,2023,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
39,Винчик,,2024,1,,,,,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
39,Винчик,,2025,1,chernozem_region,84,2374,6,chernozem_region,"{""2025"": ""chernozem_region""}",chernozem_region,2025,1
11,A.,,2022,1,north,0,1733,0,north,"{""2022"": ""north""}",north,2022,1
11,A.,,2023,1,,,,,north,"{""2022"": ""north""}",north,2022,1
11,A.,,2024,1,,,,,north,"{""2022"": ""north""}",north,2022,1
11,A.,,2025,1,,,,,north,"{""2022"": ""north""}",north,2022,1
45,pevoon,,2022,1,north,0,2440,0,north,"{""2022"": ""north"", ""2023"": ""north"", ""2024"": ""north""}",north,2024,1
45,pevoon,,2023,1,north,145,2440,19,north,"{""2022"": ""north"", ""2023"": ""north"", ""2024"": ""north""}",north,2024,1
45,pevoon,,2024,1,north,237,2440,20,north,"{""2022"": ""north"", ""2023"": ""north"", ""2024"": ""north""}",north,2024,1
45,pevoon,,2025,1,,,,,north,"{""2022"": ""north"", ""2023"": ""north"", ""2024"": ""north""}",north,2024,1
61,Sema,,2022,1,north,0,2023,0,north,"{""2022"": ""north""}",north,2022,1
61,Sema,,2023,1,,,,,north,"{""2022"": ""north""}",north,2022,1
61,Sema,,2024,1,,,,,north,"{""2022"": ""north""}",north,2022,1
61,Sema,,2025,1,,,,,north,"{""2022"": ""north""}",north,2022,1
62,ФДМ,,2022,1,north,0,2414,0,north,"{""2022"": ""north"", ""2025"": ""north""}",north,2025,1
62,ФДМ,,2023,1,,,,,north,"{""2022"": ""north"", ""2025"": ""north""}",north,2025,1
62,ФДМ,,2024,1,,,,,north,"{""2022"": ""north"", ""2025"": ""north""}",north,2025,1
62,ФДМ,,2025,1,north,117,2414,9,north,"{""2022"": ""north"", ""2025"": ""north""}",north,2025,1
63,Вальхалла,,2022,1,north,0,2170,0,north,"{""2022"": ""north""}",north,2022,1
63,Вальхалла,,2023,1,,,,,north,"{""2022"": ""north""}",north,2022,1
63,Вальхалла,,2024,1,,,,,north,"{""2022"": ""north""}",north,2022,1
63,Вальхалла,,2025,1,,,,,north,"{""2022"": ""north""}",north,2022,1
64,КАЕ,,2022,1,north,0,2045,0,north,"{""2022"": ""north""}",north,2022,1
64,КАЕ,,2023,1,,,,,north,"{""2022"": ""north""}",north,2022,1
64,КАЕ,,2024,1,,,,,north,"{""2022"": ""north""}",north,2022,1
64,КАЕ,,2025,1,,,,,north,"{""2022"": ""north""}",north,2022,1
68,Инна,,2022,1,north,0,1000,0,north,"{""2022"": ""north""}",north,2022,1
68,Инна,,2023,1,,,,,north,"{""2022"": ""north""}",north,2022,1
68,Инна,,2024,1,,,,,north,"{""2022"": ""north""}",north,2022,1
68,Инна,,2025,1,,,,,north,"{""2022"": ""north""}",north,2022,1
74,Волчица,,2022,1,north,0,1830,0,north,"{""2022"": ""north""}",north,2022,1
74,Волчица,,2023,1,,,,,north,"{""2022"": ""north""}",north,2022,1
74,Волчица,,2024,1,,,,,north,"{""2022"": ""north""}",north,2022,1
74,Волчица,,2025,1,,,,,north,"{""2022"": ""north""}",north,2022,1
75,Шлюба,,2022,1,north,0,1895,0,north,"{""2022"": ""north""}",north,2022,1
75,Шлюба,,2023,1,,,,,north,"{""2022"": ""north""}",north,2022,1
75,Шлюба,,2024,1,,,,,north,"{""2022"": ""north""}",north,2022,1
75,Шлюба,,2025,1,,,,,north,"{""2022"": ""north""}",north,2022,1
91,Воробушек,,2022,1,,,,,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
91,Воробушек,,2023,1,north,185,2744,22,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
91,Воробушек,,2024,1,north,282,2744,17,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
91,Воробушек,,2025,1,north,201,2744,13,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
276,Bellissima,,2022,1,,,,,north,"{""2023"": ""north"", ""2024"": ""north""}",north,2024,1
276,Bellissima,,2023,1,north,115,2343,11,north,"{""2023"": ""north"", ""2024"": ""north""}",north,2024,1
276,Bellissima,,2024,1,north,145,2343,13,north,"{""2023"": ""north"", ""2024"": ""north""}",north,2024,1
276,Bellissima,,2025,1,,,,,north,"{""2023"": ""north"", ""2024"": ""north""}",north,2024,1
84,Лукас,,2022,1,,,,,north,"{""2023"": ""north""}",north,2023,1
84,Лукас,,2023,1,north,115,1976,8,north,"{""2023"": ""north""}",north,2023,1
84,Лукас,,2024,1,,,,,north,"{""2023"": ""north""}",north,2023,1
84,Лукас,,2025,1,,,,,north,"{""2023"": ""north""}",north,2023,1
892,Ментик,,2022,1,,,,,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
892,Ментик,,2023,1,north,104,2454,9,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
892,Ментик,,2024,1,north,165,2454,14,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
892,Ментик,,2025,1,north,66,2454,9,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
102,Размен,,2022,1,,,,,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
102,Размен,,2023,1,north,102,2508,10,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
102,Размен,,2024,1,north,80,2508,12,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
102,Размен,,2025,1,north,93,2508,12,north,"{""2023"": ""north"", ""2024"": ""north"", ""2025"": ""north""}",north,2025,1
2838,Lu,,2022,1,,,,,north,"{""2023"": ""north""}",north,2023,1
2838,Lu,,2023,1,north,79,1953,14,north,"{""2023"": ""north""}",north,2023,1
2838,Lu,,2024,1,,,,,north,"{""2023"": ""north""}",north,2023,1
2838,Lu,,2025,1,,,,,north,"{""2023"": ""north""}",north,2023,1
2896,Ластхиро,,2022,1,,,,,north,"{""2023"": ""north""}",north,2023,1
2896,Ластхиро,,2023,1,north,75,2063,8,north,"{""2023"": ""north""}",north,2023,1
2896,Ластхиро,,2024,1,,,,,north,"{""2023"": ""north""}",north,2023,1
2896,Ластхиро,,2025,1,,,,,north,"{""2023"": ""north""}",north,2023,1
1502,Леброн,,2022,1,,,,,north,"{""2023"": ""north"", ""2024"": ""north""}",north,2024,1
1502,Леброн,,2023,1,north,68,2447,5,north,"{""2023"": ""north"", ""2024"": ""north""}",north,2024,1
1502,Леброн,,2024,1,north,211,2447,11,north,"{""2023"": ""north"", ""2024"": ""north""}",north,2024,1
1502,Леброн,,2025,1,,,,,north,"{""2023"": ""north"", ""2024"": ""north""}",north,2024,1
85,Читер,,2022,1,,,,,north,"{""2023"": ""north""}",north,2023,1
85,Читер,,2023,1,north,67,1947,8,north,"{""2023"": ""north""}",north,2023,1
85,Читер,,2024,1,,,,,north,"{""2023"": ""north""}",north,2023,1
85,Читер,,2025,1,,,,,north,"{""2023"": ""north""}",north,2023,1
2304,Vibe,,2022,1,,,,,north,"{""2024"": ""north""}",north,2024,1
2304,Vibe,,2023,1,,,,,north,"{""2024"": ""north""}",north,2024,1
2304,Vibe,,2024,1,north,237,2518,13,north,"{""2024"": ""north""}",north,2024,1
2304,Vibe,,2025,1,,,,,north,"{""2024"": ""north""}",north,2024,1
2075,Сандра,,2022,1,,,,,north,"{""2024"": ""north""}",north,2024,1
2075,Сандра,,2023,1,,,,,north,"{""2024"": ""north""}",north,2024,1
2075,Сандра,,2024,1,north,106,2437,9,north,"{""2024"": ""north""}",north,2024,1
2075,Сандра,,2025,1,,,,,north,"{""2024"": ""north""}",north,2024,1
2029,YungBull,,2022,1,,,,,north,"{""2024"": ""north"", ""2025"": ""north""}",north,2025,1
2029,YungBull,,2023,1,,,,,north,"{""2024"": ""north"", ""2025"": ""north""}",north,2025,1
2029,YungBull,,2024,1,north,86,2387,5,north,"{""2024"": ""north"", ""2025"": ""north""}",north,2025,1
2029,YungBull,,2025,1,north,107,2387,4,north,"{""2024"": ""north"", ""2025"": ""north""}",north,2025,1
768,Кэт,,2022,1,,,,,north,"{""2024"": ""north""}",north,2024,1
768,Кэт,,2023,1,,,,,north,"{""2024"": ""north""}",north,2024,1
768,Кэт,,2024,1,north,84,2198,14,north,"{""2024"": ""north""}",north,2024,1
768,Кэт,,2025,1,,,,,north,"{""2024"": ""north""}",north,2024,1
1019,Cowboy,,2022,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1019,Cowboy,,2023,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1019,Cowboy,,2024,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1019,Cowboy,,2025,1,north,147,2342,9,north,"{""2025"": ""north""}",north,2025,1
6787,механика,,2022,1,,,,,north,"{""2025"": ""north""}",north,2025,1
6787,механика,,2023,1,,,,,north,"{""2025"": ""north""}",north,2025,1
6787,механика,,2024,1,,,,,north,"{""2025"": ""north""}",north,2025,1
6787,механика,,2025,1,north,107,2292,9,north,"{""2025"": ""north""}",north,2025,1
893,Айра,,2022,1,,,,,north,"{""2025"": ""north""}",north,2025,1
893,Айра,,2023,1,,,,,north,"{""2025"": ""north""}",north,2025,1
893,Айра,,2024,1,,,,,north,"{""2025"": ""north""}",north,2025,1
893,Айра,,2025,1,north,75,2348,8,north,"{""2025"": ""north""}",north,2025,1
1505,Malkav,,2022,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1505,Malkav,,2023,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1505,Malkav,,2024,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1505,Malkav,,2025,1,north,68,2096,8,north,"{""2025"": ""north""}",north,2025,1
1582,Антимаг,,2022,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1582,Антимаг,,2023,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1582,Антимаг,,2024,1,,,,,north,"{""2025"": ""north""}",north,2025,1
1582,Антимаг,,2025,1,north,66,2353,12,north,"{""2025"": ""north""}",north,2025,1
49,Оракул,,2022,1,siberia_and_ural,0,1060,0,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
49,Оракул,,2023,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
49,Оракул,,2024,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
49,Оракул,,2025,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
69,Мими,,2022,1,siberia_and_ural,0,2043,0,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
69,Мими,,2023,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
69,Мими,,2024,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
69,Мими,,2025,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
168,Белка,,2022,1,siberia_and_ural,0,1962,0,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
168,Белка,,2023,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
168,Белка,,2024,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
168,Белка,,2025,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
221,Arsenal,,2022,1,siberia_and_ural,0,1000,0,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
221,Arsenal,,2023,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
221,Arsenal,,2024,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
221,Arsenal,,2025,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
223,Ананас,,2022,1,siberia_and_ural,0,2433,0,siberia_and_ural,"{""2022"": ""siberia_and_ural"", ""2023"": ""siberia_and_ural"", ""2025"": ""siberia_and_ural""}",siberia_and_ural,2025,1
223,Ананас,,2023,1,siberia_and_ural,176,2433,8,siberia_and_ural,"{""2022"": ""siberia_and_ural"", ""2023"": ""siberia_and_ural"", ""2025"": ""siberia_and_ural""}",siberia_and_ural,2025,1
223,Ананас,,2024,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural"", ""2023"": ""siberia_and_ural"", ""2025"": ""siberia_and_ural""}",siberia_and_ural,2025,1
223,Ананас,,2025,1,siberia_and_ural,162,2433,10,siberia_and_ural,"{""2022"": ""siberia_and_ural"", ""2023"": ""siberia_and_ural"", ""2025"": ""siberia_and_ural""}",siberia_and_ural,2025,1
231,Фокс,,2022,1,siberia_and_ural,0,2119,0,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
231,Фокс,,2023,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
231,Фокс,,2024,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
231,Фокс,,2025,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
238,OS,,2022,1,siberia_and_ural,0,1805,0,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
238,OS,,2023,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
238,OS,,2024,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
238,OS,,2025,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
242,Сахара,,2022,1,siberia_and_ural,0,1522,0,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
242,Сахара,,2023,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
242,Сахара,,2024,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
242,Сахара,,2025,1,,,,,siberia_and_ural,"{""2022"": ""siberia_and_ural""}",siberia_and_ural,2022,1
868,Sub Zero,,2022,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
868,Sub Zero,,2023,1,siberia_and_ural,291,2564,16,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
868,Sub Zero,,2024,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
868,Sub Zero,,2025,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
659,Штиль,,2022,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
659,Штиль,,2023,1,siberia_and_ural,232,2404,17,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
659,Штиль,,2024,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
659,Штиль,,2025,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
969,Ник.,,2022,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2024"": ""siberia_and_ural""}",siberia_and_ural,2024,1
969,Ник.,,2023,1,siberia_and_ural,225,2506,16,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2024"": ""siberia_and_ural""}",siberia_and_ural,2024,1
969,Ник.,,2024,1,siberia_and_ural,196,2506,18,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2024"": ""siberia_and_ural""}",siberia_and_ural,2024,1
969,Ник.,,2025,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2024"": ""siberia_and_ural""}",siberia_and_ural,2024,1
758,Fl0x,,2022,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
758,Fl0x,,2023,1,siberia_and_ural,189,2120,9,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
758,Fl0x,,2024,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
758,Fl0x,,2025,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
589,Призрак,,2022,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2025"": ""siberia_and_ural""}",siberia_and_ural,2025,1
589,Призрак,,2023,1,siberia_and_ural,186,2246,21,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2025"": ""siberia_and_ural""}",siberia_and_ural,2025,1
589,Призрак,,2024,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2025"": ""siberia_and_ural""}",siberia_and_ural,2025,1
589,Призрак,,2025,1,siberia_and_ural,113,2246,11,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2025"": ""siberia_and_ural""}",siberia_and_ural,2025,1
661,Strelas,,2022,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
661,Strelas,,2023,1,siberia_and_ural,183,2334,21,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
661,Strelas,,2024,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
661,Strelas,,2025,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
671,Кристофер,,2022,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
671,Кристофер,,2023,1,siberia_and_ural,139,2023,12,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
671,Кристофер,,2024,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
671,Кристофер,,2025,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural""}",siberia_and_ural,2023,1
665,Амика,,2022,1,,,,,siberia_and_ural,"{""2023"": ""siberia_and_ural"", ""2024"": ""siberia_and_ural""}",siberia_and_ural,2024,1
